,value,open_value,market_cap(억원),market_cap_rank,title
1403,9805,9790,78,,HANARO 탄소효율그린뉴딜
1404,14425,14590,78,,TIGER 우선주
1405,30920,31030,77,,KINDEX 코스피
1406,11880,11895,77,,ARIRANG 주도업종
1407,19295,19350,77,,KINDEX 스마트퀄리티
1408,14700,15200,77,코스피1409위,한양증권우
1409,11315,11375,77,,TIGER 로우볼
1410,10990,11025,77,,대신 아연선물 ETN(H)
1411,9570,9775,77,,TIGER 금은선물(H)
1412,31815,32235,76,,마이티 코스피100
1413,9820,9960,76,코스피1414위,크라운제과우
1414,10950,10950,76,,흥국 S&P코리아로우볼
1415,24150,24300,76,코스피1416위,코오롱글로벌우
1416,12580,12620,75,,ARIRANG 심천차이넥스트(합성)
1417,15065,15210,75,,KINDEX Fn K-뉴딜디지털플러스
1418,8200,8350,75,코스피1419위,대상홀딩스우
1419,4785,4735,75,,KODEX 기계장비
1420,14055,13935,74,,ARIRANG 미국다우존스고배당주(합성 H)
1421,11410,11165,74,,KBSTAR 차이나항셍테크
1422,14810,14910,74,,TIGER 200커버드콜5%OTM
1423,9230,9180,74,,TIGER 미국달러선물레버리지
1424,36750,36905,74,,KINDEX 배당성장
1425,4855,4875,73,,KINDEX 인버스
1426,22660,22575,73,,TIGER 모멘텀
1427,12000,12300,72,코스피1428위,크라운해태홀딩스우
1428,11035,10885,72,,ARIRANG 중형주저변동50
1429,18210,18210,71,,TIGER 배당성장
1430,7080,6990,71,,TRUE 코스피 커버드풋 ETN B
1431,18625,18600,71,,TIGER 200 경기소비재
1432,11720,11640,70,,KODEX 경기소비재
1433,10020,9980,70,,KOSEF 미국방어배당성장나스닥
1434,6975,6865,70,,신한 인버스 2X Russell 2000 ETN
1435,49705,49705,70,,TIGER 국채선물3년인버스
1436,6930,6955,69,,TRUE 인버스 유로스탁스50 ETN(H) B
1437,7655,7760,69,,KOSEF 고배당
1438,11435,11350,69,,TIGER 중소형가치
1439,13720,13965,69,,KBSTAR 팔라듐선물(H)
1440,9800,9815,69,,ARIRANG 탄소효율그린뉴딜
1441,5670,5740,69,,KOSEF 코스닥150선물레버리지
1442,28195,28245,68,,파워 고배당저변동성
1443,33200,35000,66,코스피1444위,CJ씨푸드1우
1444,11050,11035,66,,ARIRANG 스마트베타Quality채권혼합
1445,8285,8300,66,,KINDEX 멕시코MSCI(합성)
1446,12005,12005,66,,TIGER 200동일가중
1447,10995,11065,66,,TIGER 중소형성장
1448,9155,8950,66,,ARIRANG 신흥국MSCI인버스(합성 H)
1449,13950,14100,66,코스피1450위,하이트진로홀딩스우
1450,2490,2570,65,코스피1451위,대원전선우
1451,11835,11790,65,,HANARO 농업융복합산업
1452,17750,17750,65,코스피1453위,깨끗한나라우
1453,12965,13070,65,,KBSTAR 차이나HSCEI(H)
1454,12855,13025,64,,TIGER 대형성장
1455,10700,10760,64,,TIGER 200커버드콜ATM
1456,10645,10645,64,,KODEX MSCI퀄리티
1457,4430,4470,64,,TIGER 증권
1458,10575,10410,63,,KODEX 퀄리티Plus
1459,11500,11275,63,,ARIRANG 코스피중형주
1460,10510,10550,63,,KODEX FnKorea50
1461,56300,56275,63,,ARIRANG 국채선물10년
1462,12580,12725,63,,KBSTAR Fn K-뉴딜디지털플러스
1463,52280,52265,63,,KBSTAR KRX국채선물3년10년스티프너2X
1464,13505,13460,62,,ARIRANG KRX300헬스케어
1465,8825,8805,62,,대신 인버스 아연선물 ETN(H)
1466,51335,51295,62,,KBSTAR KRX국채선물3년10년스티프너
1467,12315,12090,62,,KODEX 200 중소형
1468,12285,13040,61,,KBSTAR 미국장기국채선물레버리지(합성 H)
1469,101890,101890,61,,파워 중기국고채
1470,12150,12310,61,,TIGER 대형가치
1471,10300,9930,61,코스피1471위,금강공업우
1472,11630,11440,60,,KBSTAR 200경기소비재
1473,11520,11125,60,,ARIRANG 선진국MSCI(합성 H)
1474,49570,49575,59,,KBSTAR KRX국채선물3년10년플래트너
1475,8190,8220,59,,TIGER 방송통신
1476,10715,10895,59,,KODEX MSCI EM선물(H)
1477,48860,48775,59,,KBSTAR KRX국채선물3년10년플래트너2X
1478,9765,9780,59,,마이티 200커버드콜ATM레버리지
1479,7295,7330,58,,KINDEX Fn성장소비주도주
1480,48280,48280,58,,TIGER 국채선물10년인버스
1481,11425,11595,57,,HANARO 코스닥150선물레버리지
1482,11415,11285,57,,KBSTAR 중소형고배당
1483,11385,11320,57,,KBSTAR 우량업종
1484,11285,11225,56,,KBSTAR 미국장기국채선물(H)
1485,11240,11710,56,,KINDEX 차이나항셍테크
1486,16045,15920,56,,KOSEF 배당바이백Plus
1487,5585,5480,56,,신한 인버스 브렌트원유 선물 ETN(H)
1488,7250,7280,56,코스피1489위,흥국화재우
1489,12000,12300,56,코스피1490위,노루페인트우
1490,5540,5470,55,,TRUE 인버스 2X HSCEI ETN(H)
1491,15715,15695,55,,KOSEF 저PBR가중
1492,24975,24850,55,,TIGER 가격조정
1493,5420,5330,54,,신한 인버스 2X 금 선물 ETN
1494,7695,7695,54,,ARIRANG 코스닥150선물인버스
1495,13400,13480,54,,KINDEX 필리핀MSCI(합성)
1496,11905,11860,54,,KBSTAR 중소형모멘텀밸류
1497,57500,58500,53,코스피1498위,JW중외제약2우B
1498,99600,101000,53,코스피1499위,KG동부제철우
1499,2655,2645,53,,QV 인버스 레버리지 S&P500 ETN
1500,29900,30800,53,코스피1501위,JW중외제약우
1501,6670,7080,52,코스피1502위,코리아써키트2우B
1502,47610,47755,51,,KBSTAR 국채선물10년인버스
1503,10225,10260,51,,KODEX 미국달러선물인버스
1504,49705,49705,51,,KODEX 국채선물3년인버스
1505,5045,4935,50,,TRUE 인버스 나스닥 100 ETN
1506,10455,10405,50,,KBSTAR 내수주플러스
1507,10025,9860,50,,TIGER S&P글로벌인프라(합성)
1508,22000,22150,50,코스피1509위,동부건설우
1509,99170,99170,50,,KINDEX 국채선물3년인버스
1510,12370,12395,49,,KBSTAR 수출주
1511,7060,7045,49,,KBSTAR 200고배당커버드콜ATM
1512,12600,12685,49,,TIGER MSCI KOREA ESG유니버설
1513,12105,12120,48,,TIGER K게임
1514,16095,15960,48,,ARIRANG 글로벌MSCI(합성 H)
1515,7990,8010,48,코스피1516위,성문전자우
1516,95575,95540,48,,KINDEX 국채선물10년인버스
1517,9910,9970,48,,KODEX 미국달러선물인버스2X
1518,7875,7950,47,,KODEX 미국채울트라30년선물인버스(H)
1519,28650,28600,47,코스피1520위,유유제약2우B
1520,8830,8825,47,,KOSEF 코스닥150선물인버스
1521,9330,9250,47,,KODEX 밸류Plus
1522,9310,9060,47,,KODEX China H선물인버스(H)
1523,5155,5165,46,,KBSTAR 200선물인버스
1524,11585,11625,46,,TIGER 지주회사
1525,15420,15430,46,,ARIRANG KS퀄리티가중TR
1526,5140,5195,46,,KBSTAR 코스닥150선물인버스
1527,10200,10095,46,,KODEX WTI원유선물인버스(H)
1528,13495,13620,46,,KBSTAR 200에너지화학
1529,9150,8955,46,,KBSTAR 차이나H선물인버스(H)
1530,7865,7815,46,,TIGER 200 철강소재
1531,2180,2125,44,,미래에셋 인버스 전기전자 Core5 ETN
1532,10780,10610,43,,ARIRANG 200동일가중
1533,4975,5090,43,코스피1534위,진흥기업우B
1534,8835,8895,42,,KOSEF 코스닥150선물
1535,8725,8895,42,,KBSTAR 200생활소비재
1536,5170,5095,42,,KOSEF 200선물인버스
1537,8325,8365,42,,KBSTAR 미국장기국채선물인버스(H)
1538,5925,5920,41,,TIGER 200 산업재
1539,10355,10360,41,,KODEX 멀티에셋하이인컴(H)
1540,11490,11595,41,,TIGER 200 생활소비재
1541,10270,10100,41,,TIGER 일본엔선물레버리지
1542,6620,6640,41,코스피1543위,동양우
1543,16115,15930,40,,ARIRANG KS로우사이즈가중TR
1544,8860,8850,40,,ARIRANG ESG우수기업
1545,7185,7135,40,,TIGER 원유선물인버스(H)
1546,7570,7615,39,,KBSTAR 200철강소재
1547,6485,6460,39,,TIGER 금속선물(H)
1548,9490,9425,38,,TIGER 일본엔선물인버스
1549,10765,10645,38,,ARIRANG S&P글로벌인프라
1550,10635,10430,37,,KBSTAR 중소형모멘텀로우볼
1551,7435,7365,37,,KODEX 골드선물인버스(H)
1552,14380,14345,36,,KBSTAR 모멘텀밸류
1553,11650,11650,36,코스피1554위,동양2우B
1554,3530,3540,35,,삼성 인버스 2X 구리 선물 ETN(H)
1555,4960,4945,35,,대신 인버스 니켈선물 ETN(H)
1556,8595,8670,34,,TIGER 일본엔선물인버스2X
1557,13660,13525,34,,ARIRANG 코스닥150
1558,6635,6705,33,,KBSTAR 미국장기국채선물인버스2X(합성 H)
1559,11100,11150,33,코스피1560위,진흥기업2우B
1560,3270,3270,33,,신한 인버스 2X 구리 선물 ETN
1561,1510,1510,30,,대신 인버스 철광석 선물 ETN(H)
1562,19600,19950,30,코스피1563위,흥국화재2우B
1563,55505,55450,30,,KBSTAR 국채선물10년
1564,32950,33200,30,코스피1565위,신원우
1565,15600,16000,29,코스피1566위,노루홀딩스우
1566,19975,20640,28,,ARIRANG KRX300IT
1567,5160,5160,26,,KBSTAR 팔라듐선물인버스(H)
1568,7840,8010,24,,KBSTAR 200금융
1569,8630,8480,22,,KBSTAR 200중공업
1570,24300,24800,22,코스피1571위,동양3우B
1571,11020,11140,20,,KBSTAR 200건설
1572,725,725,14,,QV 인버스 레버리지 WTI원유 선물 ETN(H)
1573,10605,10515,13,,KBSTAR 200산업재
